cache_invalidation_method_compress,cache_invalidation_method_decompress,page_number,iteration_number,compressed_size,uncompressed_size,compression_time,decompression_time
1,0,557,0,4368,4096,8451,5245
1,0,558,0,1360,4096,6758,4746
1,0,559,0,4372,4096,8615,5347
1,0,560,0,4368,4096,8543,5239
1,0,561,0,4368,4096,8647,5264
1,0,562,0,4368,4096,8540,5254
1,0,563,0,4368,4096,8459,5250
1,0,564,0,4368,4096,8607,5266
1,0,565,0,4368,4096,8515,5221
1,0,566,0,4368,4096,8609,5245
1,0,567,0,4368,4096,8689,5252
1,0,568,0,4368,4096,8524,5275
1,0,569,0,4368,4096,8346,5277
1,0,570,0,4372,4096,8431,5315
1,0,571,0,4368,4096,8391,5225
1,0,572,0,4368,4096,8360,5262
1,0,573,0,4368,4096,8432,5249
1,0,574,0,4368,4096,8417,5274
1,0,575,0,4368,4096,8548,5247
1,0,576,0,4372,4096,8543,5292
1,0,577,0,4368,4096,8417,5273
1,0,578,0,4368,4096,8350,5253
1,0,579,0,4368,4096,8506,5233
1,0,580,0,4368,4096,8934,5310
1,0,581,0,4368,4096,8418,5279
1,0,582,0,4368,4096,8397,5252
1,0,583,0,4368,4096,8465,6056
1,0,584,0,4368,4096,8748,5247
1,0,585,0,4368,4096,8432,5387
1,0,586,0,4368,4096,8424,5265
1,0,587,0,4368,4096,8505,5250
1,0,588,0,4368,4096,8352,5287
1,0,589,0,4368,4096,8495,5252
1,0,590,0,4368,4096,8592,5244
1,0,591,0,4368,4096,8536,5267
1,0,592,0,4368,4096,8514,5272
1,0,593,0,4372,4096,8466,5289
1,0,594,0,4368,4096,8665,5261
1,0,595,0,4368,4096,8413,5248
1,0,596,0,4368,4096,8310,5282
1,0,597,0,4368,4096,8691,5250
1,0,598,0,4368,4096,8326,5254
1,0,599,0,4372,4096,8409,5288
1,0,600,0,4368,4096,8466,5254
1,0,601,0,4368,4096,8378,5281
1,0,602,0,4368,4096,8544,5277
1,0,603,0,4368,4096,8346,5222
1,0,604,0,1020,4096,10262,7776
1,0,605,0,4368,4096,8566,5254
1,0,606,0,4368,4096,8380,5224
1,0,607,0,4368,4096,8411,5224
1,0,608,0,4368,4096,8452,5269
1,0,609,0,4368,4096,8291,5296
1,0,610,0,4368,4096,8782,5246
1,0,611,0,4368,4096,8597,5261
1,0,612,0,4368,4096,8278,5290
1,0,613,0,4368,4096,9704,5294
1,0,614,0,4368,4096,8426,5254
1,0,615,0,4368,4096,8432,5225
1,0,616,0,4368,4096,8638,5243
1,0,617,0,4368,4096,8426,5257
1,0,618,0,4368,4096,8410,5258
1,0,619,0,4368,4096,8456,5275
1,0,620,0,4368,4096,8586,5264
1,0,621,0,4368,4096,8494,5243
1,0,622,0,4368,4096,8394,5224
1,0,623,0,4368,4096,8499,5277
1,0,624,0,4368,4096,8502,5283
1,0,625,0,4368,4096,8500,5275
1,0,626,0,4368,4096,8362,5260
1,0,627,0,4368,4096,8375,5228
1,0,628,0,4368,4096,8448,5252
1,0,629,0,3408,4096,7920,5146
1,0,630,0,4372,4096,8425,5317
1,0,631,0,3344,4096,7747,5146
1,0,632,0,4368,4096,8352,5253
1,0,633,0,4368,4096,8354,5373
1,0,634,0,4368,4096,8395,5280
1,0,635,0,4368,4096,8726,5223
1,0,636,0,880,4096,8461,6552
1,0,637,0,4368,4096,8416,5280
1,0,638,0,4368,4096,8818,5244
1,0,639,0,4368,4096,8304,5353
1,0,640,0,4368,4096,8354,5270
1,0,641,0,4368,4096,9363,5315
1,0,642,0,4368,4096,8421,5228
1,0,643,0,1360,4096,6434,4819
1,0,644,0,4368,4096,8541,5280
1,0,645,0,4368,4096,8287,5251
1,0,646,0,4368,4096,8376,5249
1,0,647,0,4368,4096,8443,5253
1,0,648,0,4368,4096,8591,5266
1,0,649,0,872,4096,8361,6516
1,0,650,0,4368,4096,8658,5264
1,0,651,0,4368,4096,8379,5290
1,0,652,0,4368,4096,8740,5278
1,0,653,0,4368,4096,8396,5282
1,0,654,0,4368,4096,8534,5244
1,0,655,0,4368,4096,8521,5264
1,0,656,0,4368,4096,8370,5226
1,0,657,0,4368,4096,8928,5268
1,0,658,0,1152,4096,10751,7767
1,0,659,0,4368,4096,8732,5223
1,0,660,0,4368,4096,8639,5228
1,0,661,0,4368,4096,8496,5266
1,0,662,0,4368,4096,8670,5277
1,0,663,0,4368,4096,8525,5277
1,0,664,0,4368,4096,8460,5245
1,0,665,0,4368,4096,8620,5225
1,0,666,0,3408,4096,8001,5130
1,0,667,0,4368,4096,8388,5277
1,0,668,0,4368,4096,8425,5252
1,0,669,0,4368,4096,8352,5243
1,0,670,0,4368,4096,8362,5242
1,0,671,0,4368,4096,8436,5273
1,0,672,0,4368,4096,8535,5284
1,0,673,0,4232,4096,10312,6532
1,0,674,0,4368,4096,8485,5284
1,0,675,0,4368,4096,8715,5273
1,0,676,0,4368,4096,8388,5273
1,0,677,0,4368,4096,8895,5252
1,0,678,0,4368,4096,8552,5243
1,0,679,0,4368,4096,8542,5240
1,0,680,0,4368,4096,8794,5271
1,0,681,0,4368,4096,8319,5286
1,0,682,0,4368,4096,8551,5223
1,0,683,0,4368,4096,8292,5252
1,0,684,0,4368,4096,8360,5252
1,0,685,0,4368,4096,8662,5304
1,0,686,0,4368,4096,8353,5242
